title;genre;description;img_link
Three Thousand Years of Longing;Romance;A lonely scholar, on a trip to Istanbul, discovers a Djinn who offers her three wishes in exchange for his freedom.;Romance_036.jpg
Bridgerton;Romance;Wealth, lust, and betrayal set against the backdrop of Regency-era England, seen through the eyes of the powerful Bridgerton family.;Romance_037.jpg
True Blood;Romance;Telepathic waitress Sookie Stackhouse encounters a strange new supernatural world when she meets the mysterious Bill Compton, a southern Louisiana gentleman and vampire.;Romance_038.jpg
Decision to Leave;Romance;A detective investigating a man's death in the mountains meets the dead man's mysterious wife in the course of his dogged sleuthing.;Romance_039.jpg
Willow;Romance;Twenty years after vanquishing the wicked queen Bavmorda, the sorcerer Willow Ufgood leads a group of misfits on a dangerous rescue mission into the unknown.;Romance_040.jpg
Castle;Romance;"After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes.";Romance_041.jpg
Once Upon a Time;Romance;A young woman with a troubled past is drawn to a small town in Maine where fairy tales are to be believed.;Romance_042.jpg
Puss in Boots: The Last Wish;Romance;Puss in Boots discovers that his passion for adventure has taken its toll: he has burned through eight of his nine lives. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.;Romance_043.jpg
This Is Us;Romance;A heartwarming and emotional story about a unique set of triplets, their struggles and their wonderful parents.;Romance_044.jpg
The Little Rascals;Romance;"Alfalfa is wooing Darla and his ""He-Man-Woman-Hating"" friends attempt to sabotage the relationship.";Romance_045.jpg
Love Actually;Romance;Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.;Romance_046.jpg
Young Royals;Romance;Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.;Romance_047.jpg
Station 19;Romance;This spinoff of the critically acclaimed show Grey's Anatomy follows the lives of the men and women of firehouse station 19 in Seattle, Washington.;Romance_048.jpg
Downton Abbey;Romance;A chronicle of the lives of the British aristocratic Crawley family and their servants in the early twentieth century.;Romance_049.jpg
Bram Stoker's Dracula;Romance;The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.;Romance_050.jpg
Black Panther: Wakanda Forever;Sci-Fi;The people of Wakanda fight to protect their home from intervening world powers as they mourn the death of King T'Challa.;Sci-Fi_01.jpg
Andor;Sci-Fi;Prequel series to Star Wars' 'Rogue One'. In an era filled with danger, deception and intrigue, Cassian will embark on the path that is destined to turn him into a Rebel hero.;Sci-Fi_02.jpg
The Peripheral;Sci-Fi;Set in the future when technology has subtly altered society, a woman discovers a secret connection to an alternate reality as well as a dark future of her own.;Sci-Fi_03.jpg
Black Adam;Sci-Fi;Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods--and imprisoned just as quickly--Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.;Sci-Fi_04.jpg
Manifest;Sci-Fi;A commercial airliner suddenly reappears after being missing for five years. As those aboard reintegrate into society, they experience guiding voices and visions of events yet to occur, and soon a deeper mystery unfolds.;Sci-Fi_05.jpg
The Handmaid's Tale;Sci-Fi;Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship.;Sci-Fi_06.jpg
American Horror Story;Sci-Fi;;Sci-Fi_07.jpg
Black Panther;Sci-Fi;T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.;Sci-Fi_08.jpg
Stranger Things;Sci-Fi;When a young boy disappears, his mother, a police chief and his friends must confront terrifying supernatural forces in order to get him back.;Sci-Fi_09.jpg
Doctor Who;Sci-Fi;The further adventures in time and space of the alien adventurer known as the Doctor and their companions from planet Earth.;Sci-Fi_010.jpg
Avatar: The Way of Water;Sci-Fi;Jake Sully lives with his newfound family formed on the planet of Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their planet.;Sci-Fi_011.jpg
The Boys;Sci-Fi;A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.;Sci-Fi_012.jpg
Nope;Sci-Fi;The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.;Sci-Fi_013.jpg
Dark;Sci-Fi;A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.;Sci-Fi_014.jpg
Titans;Sci-Fi;A team of young superheroes combat evil and other perils.;Sci-Fi_015.jpg
Rick and Morty;Sci-Fi;An animated series that follows the exploits of a super scientist and his not-so-bright grandson.;Sci-Fi_016.jpg
Elemental;Sci-Fi;Follows Ember and Wade, in a city where fire-, water-, land- and air-residents live together.;Sci-Fi_017.jpg
Everything Everywhere All at Once;Sci-Fi;An aging Chinese immigrant is swept up in an insane adventure, in which she alone can save the world by exploring other universes connecting with the lives she could have led.;Sci-Fi_018.jpg
Thor: Love and Thunder;Sci-Fi;Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.;Sci-Fi_019.jpg
Severance;Sci-Fi;Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.;Sci-Fi_020.jpg
Black Mirror;Sci-Fi;An anthology series exploring a twisted, high-tech multiverse where humanity's greatest innovations and darkest instincts collide.;Sci-Fi_021.jpg
The Sandman;Sci-Fi;Upon escaping after decades of imprisonment by a mortal wizard, Dream, the personification of dreams, sets about to reclaim his lost equipment.;Sci-Fi_022.jpg
Strange World;Sci-Fi;The legendary Clades are a family of explorers whose differences threaten to topple their latest and most crucial mission.;Sci-Fi_023.jpg
Westworld;Sci-Fi;At the intersection of the near future and the reimagined past, waits a world in which every human appetite can be indulged without consequence.;Sci-Fi_024.jpg
The Mandalorian;Sci-Fi;The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.;Sci-Fi_025.jpg
Yashoda;Sci-Fi;A pregnant woman named Yashodha is advised to follow a few guidelines about her physical and mental well being and safety. However, a set of events occur that make Yashoda live on the edge, risking her well being.;Sci-Fi_026.jpg
She-Hulk: Attorney at Law;Sci-Fi;Jennifer Walters navigates the complicated life of a single, 30-something attorney who also happens to be a green 6-foot-7-inch superpowered Hulk.;Sci-Fi_027.jpg
Avatar;Sci-Fi;A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.;Sci-Fi_028.jpg
Inside Job;Sci-Fi;For employees of the Deep State, conspiracies aren't just theories, they're fact. And keeping them a secret is a full-time job.;Sci-Fi_029.jpg
Star Wars: Tales of the Jedi;Sci-Fi;It showcases animated shorts that feature Jedi from the prequel era.;Sci-Fi_030.jpg
The X Files;Sci-Fi;Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.;Sci-Fi_031.jpg
Avenue 5;Sci-Fi;The troubled crew of Avenue 5, a space cruise ship filled with spoiled, rich, snotty space tourists, must try and keep everyone calm after their ship gets thrown off course into space and ends up needing three years to return to Earth.;Sci-Fi_032.jpg
